contigs_cluasted28;size=1	152303	No	NA	188	39	2	High-quality	High-quality	94.64	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted29;size=1	149944	No	NA	208	30	8	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
contigs_cluasted30;size=1	149310	No	NA	182	44	5	High-quality	High-quality	96.65	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted31;size=2	146030	No	NA	151	1	107	Medium-quality	Genome-fragment	59.36	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted32;size=4	145082	No	NA	149	2	120	Medium-quality	Genome-fragment	58.97	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted33;size=5	139960	No	NA	136	1	77	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted34;size=2	137633	No	NA	135	1	94	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted35;size=1	135764	No	NA	141	2	79	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted36;size=8	122594	No	NA	152	37	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted38;size=1	119431	No	NA	119	4	69	High-quality	High-quality	95.78	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted39;size=2	114766	No	NA	112	1	81	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted40;size=1	114350	No	NA	119	1	78	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted41;size=1	113475	No	NA	106	1	42	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted42;size=3	112710	No	NA	101	2	80	Medium-quality	Genome-fragment	50.85	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted43;size=1	112615	No	NA	129	31	1	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
contigs_cluasted44;size=1	110621	No	NA	188	32	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted45;size=1	110452	No	NA	99	2	59	Medium-quality	Genome-fragment	69.75	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted47;size=1	109681	No	NA	113	29	2	Medium-quality	Genome-fragment	63.91	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted48;size=1	108563	No	NA	136	21	6	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
contigs_cluasted49;size=1	108546	No	NA	175	16	3	Medium-quality	Genome-fragment	66.23	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted50;size=1	107889	No	NA	132	30	1	Medium-quality	Genome-fragment	70.41	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted51;size=1	106259	No	NA	129	19	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted53;size=1	104679	No	NA	111	11	2	High-quality	High-quality	99.43	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted54;size=1	104305	No	NA	116	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted55;size=1	103754	No	NA	131	18	4	High-quality	High-quality	97.65	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted56;size=1	103354	No	NA	105	22	4	Medium-quality	Genome-fragment	59.92	AAI-based (medium-confidence)	0.0	1.0	
contigs_cluasted57;size=4	102479	No	NA	100	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted58;size=1	102281	No	NA	149	18	4	Medium-quality	Genome-fragment	63.6	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted59;size=1	100372	No	NA	102	15	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted60;size=1	100327	No	NA	93	22	1	Medium-quality	Genome-fragment	57.6	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted61;size=1	99862	No	NA	105	19	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted62;size=1	99737	No	NA	114	25	4	Medium-quality	Genome-fragment	62.78	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted63;size=2	99677	No	NA	106	16	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted64;size=2	99663	No	NA	98	17	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted65;size=2	99238	No	NA	172	18	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted66;size=2	99198	No	NA	95	15	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted67;size=1	98679	No	NA	167	20	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted69;size=3	98040	No	NA	100	2	69	Medium-quality	Genome-fragment	84.51	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted70;size=2	97755	No	NA	91	11	0	Medium-quality	Genome-fragment	89.56	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted71;size=1	97184	No	NA	161	16	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted72;size=1	96809	No	NA	86	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted73;size=1	96667	No	NA	95	2	54	Medium-quality	Genome-fragment	80.7	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted74;size=2	96225	No	NA	95	12	5	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted75;size=1	95985	No	NA	84	1	50	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted76;size=1	95572	No	NA	180	19	3	Medium-quality	Genome-fragment	59.77	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted77;size=4	95072	No	NA	90	10	0	Medium-quality	Genome-fragment	87.16	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted78;size=2	94919	No	NA	96	11	5	High-quality	High-quality	98.78	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted79;size=1	94802	No	NA	149	17	1	High-quality	High-quality	95.74	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted80;size=1	92892	No	NA	91	12	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted81;size=1	92867	No	NA	135	35	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted82;size=1	92708	No	NA	86	1	64	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted83;size=1	92666	No	NA	81	13	0	High-quality	High-quality	95.26	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted84;size=4	92303	No	NA	90	10	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted85;size=3	92301	No	NA	124	20	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted86;size=2	92218	No	NA	80	21	1	Medium-quality	Genome-fragment	53.23	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted87;size=2	91802	No	NA	79	1	61	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted88;size=1	91676	No	NA	102	27	1	Medium-quality	Genome-fragment	51.71	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted89;size=8	91437	No	NA	91	10	0	High-quality	High-quality	98.15	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted90;size=2	91309	No	NA	88	11	5	High-quality	High-quality	95.02	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted91;size=1	90934	No	NA	93	6	0	High-quality	High-quality	98.99	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted92;size=2	89153	No	NA	112	28	0	Medium-quality	Genome-fragment	61.08	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted93;size=1	88806	No	NA	89	2	38	Medium-quality	Genome-fragment	82.86	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted94;size=1	87968	No	NA	130	26	2	Medium-quality	Genome-fragment	76.1	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted95;size=1	87631	No	NA	70	1	46	Medium-quality	Genome-fragment	56.71	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted96;size=1	87559	No	NA	75	2	33	Medium-quality	Genome-fragment	87.03	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted97;size=2	87553	No	NA	113	14	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted98;size=1	86667	No	NA	83	10	2	Medium-quality	Genome-fragment	56.35	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted100;size=1	86456	No	NA	142	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted101;size=1	85544	No	NA	99	9	2	Medium-quality	Genome-fragment	51.71	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted105;size=2	83716	No	NA	89	7	3	Medium-quality	Genome-fragment	75.08	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted106;size=1	83637	No	NA	82	1	60	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted108;size=1	83424	No	NA	78	20	6	Medium-quality	Genome-fragment	58.02	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted110;size=1	82702	No	NA	73	2	57	Medium-quality	Genome-fragment	71.68	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted111;size=2	82365	No	NA	103	74	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
contigs_cluasted112;size=1	82206	No	NA	129	31	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted113;size=1	82147	No	NA	119	18	1	High-quality	High-quality	99.17	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted116;size=1	81720	No	NA	130	14	6	Medium-quality	Genome-fragment	61.22	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted117;size=1	81702	No	NA	132	19	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted120;size=1	81454	No	NA	143	19	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted122;size=1	80850	No	NA	89	19	1	Medium-quality	Genome-fragment	83.34	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted123;size=1	79673	No	NA	129	33	2	High-quality	High-quality	98.78	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted124;size=1	79577	No	NA	97	13	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted126;size=1	78182	No	NA	83	1	42	High-quality	High-quality	93.09	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted127;size=1	78123	No	NA	84	18	0	Medium-quality	Genome-fragment	79.17	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted128;size=1	77783	No	NA	68	2	31	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted129;size=1	77638	No	NA	112	13	0	High-quality	High-quality	98.05	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted130;size=1	77108	No	NA	106	10	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted133;size=1	75926	No	NA	121	13	1	High-quality	High-quality	96.61	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted134;size=1	75865	No	NA	130	22	4	High-quality	High-quality	96.26	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted136;size=1	75377	No	NA	102	25	0	Medium-quality	Genome-fragment	55.04	AAI-based (medium-confidence)	0.0	1.0	
contigs_cluasted138;size=1	73615	No	NA	126	10	1	Medium-quality	Genome-fragment	73.08	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted139;size=1	73258	No	NA	127	17	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted140;size=1	73132	No	NA	114	14	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted142;size=1	71986	No	NA	109	15	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contigs_cluasted143;size=5	71617	No	NA	97	35	2	High-quality	High-quality	94.67	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted145;size=1	71159	No	NA	71	1	51	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted147;size=10	70801	No	NA	104	16	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted148;size=1	70597	No	NA	101	10	2	Medium-quality	Genome-fragment	57.68	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted150;size=1	70033	No	NA	82	18	0	Medium-quality	Genome-fragment	71.19	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted152;size=2	69856	No	NA	58	2	26	Medium-quality	Genome-fragment	77.62	AAI-based (medium-confidence)	0.0	1.0	
contigs_cluasted153;size=1	69240	No	NA	69	23	0	Medium-quality	Genome-fragment	58.64	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted156;size=1	68736	No	NA	76	8	0	Medium-quality	Genome-fragment	68.26	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted158;size=1	68431	No	NA	94	16	6	High-quality	High-quality	92.56	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted159;size=2	68355	No	NA	87	10	2	Medium-quality	Genome-fragment	79.2	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted161;size=3	67862	No	NA	99	37	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
contigs_cluasted163;size=1	67766	No	NA	63	1	48	Medium-quality	Genome-fragment	87.24	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted165;size=1	67279	No	NA	93	14	7	Medium-quality	Genome-fragment	56.98	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted167;size=2	66458	No	NA	106	29	4	Medium-quality	Genome-fragment	84.44	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted169;size=1	66049	No	NA	87	28	0	Medium-quality	Genome-fragment	59.02	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted170;size=1	66044	No	NA	98	14	2	Medium-quality	Genome-fragment	74.52	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted171;size=1	66038	No	NA	103	15	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted174;size=8	65486	No	NA	64	9	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted175;size=3	65380	No	NA	88	23	1	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted176;size=1	65231	No	NA	63	23	2	Medium-quality	Genome-fragment	58.73	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted177;size=1	65213	No	NA	89	15	1	High-quality	High-quality	99.25	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted179;size=7	65160	No	NA	64	6	3	High-quality	High-quality	99.75	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted180;size=1	65068	No	NA	61	7	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted182;size=2	64831	No	NA	94	30	0	High-quality	High-quality	98.99	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted184;size=1	63662	No	NA	71	18	0	High-quality	High-quality	95.75	AAI-based (medium-confidence)	0.0	1.0	
contigs_cluasted185;size=1	63458	No	NA	61	2	47	Medium-quality	Genome-fragment	50.99	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted186;size=1	63048	No	NA	57	1	38	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted187;size=1	63038	No	NA	102	39	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted188;size=2	62896	No	NA	65	2	18	Medium-quality	Genome-fragment	88.98	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted189;size=2	62884	No	NA	103	16	2	High-quality	High-quality	92.84	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted190;size=1	62746	No	NA	81	22	1	High-quality	High-quality	94.59	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted192;size=1	62320	No	NA	57	2	25	High-quality	High-quality	93.21	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted195;size=5	61625	No	NA	93	36	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted196;size=3	61601	No	NA	94	35	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted198;size=2	60979	No	NA	92	31	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted199;size=1	60613	No	NA	112	22	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted201;size=1	60341	No	NA	72	11	1	Medium-quality	Genome-fragment	77.51	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted202;size=1	60340	No	NA	98	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted203;size=1	60321	No	NA	95	28	3	Medium-quality	Genome-fragment	68.24	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted204;size=1	59992	No	NA	80	17	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted205;size=1	59861	No	NA	93	30	1	High-quality	High-quality	95.84	AAI-based (medium-confidence)	0.0	1.0	
contigs_cluasted207;size=1	59730	No	NA	56	1	40	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted208;size=1	59335	No	NA	64	1	15	High-quality	High-quality	92.4	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted209;size=1	59325	No	NA	76	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted210;size=1	59321	No	NA	111	19	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted211;size=2	59071	No	NA	76	27	0	High-quality	High-quality	95.12	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted212;size=3	58980	No	NA	94	35	0	High-quality	High-quality	98.49	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted213;size=1	58959	No	NA	71	13	7	Medium-quality	Genome-fragment	80.06	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted214;size=1	58873	No	NA	97	18	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted215;size=3	58675	No	NA	92	22	1	High-quality	High-quality	93.89	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted216;size=1	58648	No	NA	64	14	1	Medium-quality	Genome-fragment	53.88	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted217;size=1	58566	No	NA	76	10	2	High-quality	High-quality	95.05	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted219;size=3	58373	No	NA	83	32	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted221;size=3	58288	No	NA	81	13	3	High-quality	High-quality	99.92	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted223;size=1	58069	No	NA	86	13	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted224;size=1	58057	No	NA	97	34	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted225;size=4	58010	No	NA	85	13	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted227;size=1	57833	No	NA	47	1	30	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted229;size=1	57419	No	NA	67	24	1	Medium-quality	Genome-fragment	61.98	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted230;size=1	57406	No	NA	53	1	39	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted231;size=5	57360	No	NA	82	31	1	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
contigs_cluasted232;size=1	57274	No	NA	79	10	1	Medium-quality	Genome-fragment	71.49	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted234;size=1	56991	No	NA	38	2	0	Medium-quality	Genome-fragment	59.82	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted235;size=2	56883	No	NA	80	10	2	Medium-quality	Genome-fragment	65.11	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted236;size=1	56857	No	NA	77	27	0	High-quality	High-quality	91.38	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted238;size=4	56756	No	NA	81	12	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted239;size=1	56519	No	NA	77	15	2	High-quality	High-quality	94.32	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted242;size=1	56317	No	NA	98	15	3	High-quality	High-quality	97.48	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted243;size=1	56197	No	NA	88	32	0	High-quality	High-quality	97.98	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted245;size=5	56019	No	NA	88	16	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted246;size=1	55885	No	NA	85	2	3	Medium-quality	Genome-fragment	50.48	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted247;size=1	55814	No	NA	112	11	4	Medium-quality	Genome-fragment	70.58	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted248;size=1	55614	No	NA	97	17	2	Medium-quality	Genome-fragment	69.25	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted249;size=1	55514	No	NA	92	34	0	High-quality	High-quality	95.98	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted250;size=1	55405	No	NA	64	5	22	High-quality	High-quality	98.57	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted253;size=7	54643	No	NA	101	20	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted254;size=1	54607	No	NA	53	2	21	Medium-quality	Genome-fragment	59.44	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted256;size=3	53882	No	NA	65	17	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted257;size=1	53551	No	NA	73	11	0	Medium-quality	Genome-fragment	53.96	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted258;size=1	53240	No	NA	90	9	1	Medium-quality	Genome-fragment	53.79	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted259;size=2	52926	No	NA	74	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted262;size=1	52199	No	NA	64	1	37	Medium-quality	Genome-fragment	84.62	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted265;size=3	51954	No	NA	85	22	4	Medium-quality	Genome-fragment	65.42	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted267;size=2	51418	No	NA	72	14	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted268;size=1	51396	No	NA	94	17	0	High-quality	High-quality	98.53	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted269;size=1	51391	No	NA	90	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted270;size=2	51335	No	NA	88	18	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contigs_cluasted271;size=1	51286	No	NA	82	12	1	Medium-quality	Genome-fragment	85.63	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted272;size=1	51229	No	NA	56	2	15	Medium-quality	Genome-fragment	61.88	HMM-based (lower-bound)	0.0	1.0	
contigs_cluasted273;size=1	51188	No	NA	95	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted275;size=1	50850	No	NA	69	9	1	Medium-quality	Genome-fragment	60.7	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted276;size=1	50756	No	NA	71	15	1	Medium-quality	Genome-fragment	59.77	AAI-based (high-confidence)	0.0	1.0	
contigs_cluasted278;size=2	50629	No	NA	72	18	1	Medium-quality	Genome-fragment	76.26	AAI-based (high-confidence)	0.0	1.0	
